stemming,sentiment_score,sentiment
ppu rangka kunjung kerja presiden ri ibu kota nusantara ikn kecsepaku kabppu personil satgas opasarnusantara mahakam laku atur laanda lintas intensif cipta kamseltibacaarlantas senin 290724,0.0,netral
pembangunanan istana presiden ikn mulai awal tahun 2023 presiden jokowi mulai kantor kantor presiden ibu kota nusantara ikn nusantara kalimantan timur senin 297,0.0,netral
indonesia sedang siap sedia pindah ibu nusantara wilayah kalimantan timur nali ibu kota nusantara ikn juga nama ringkas nusantara akan ganti peran jakarta pusat pentadbiran diskusi 830 mlm,-0.34,negatif
presiden batal kantor ikn prabowo lantik jakarta apa kabar ibu kota baru,0.0,netral
presiden joko widodo jokowi bagi alam inap istana presiden ibu kota nusantara ikn kalimantan timur aku beandam nyaman bahkan tidur tak nyenyak ketidaknyamanan jadi ia baru pertama kali inap istana,0.0,netral
secret number umum gelar konser jakarta september 2024,0.0772,positif
menteri hubung laku uji coba kereta otonom autonomous rail transit art ibu kota nusantara ikn 5 agustus 2024 menteri hubung budi karya sumadi kata lama masa uji coba sebut tiket kereta otonom gratis para,0.0516,positif
apa jokowi yakin pasar tidak lanjut ikn apa jkw tidak yakin gibran sbg awas pembangunanan tempat ikn laanda buat apa ikn bangun padahal sejahtera rakyat abai bbm naik listrik naik pajak2 naik tentu harga2 jg naik jokowi,0.0,netral
tugas prabowo awas pembangunanan ikn gibran tolak buat apa jokowi bangun ikn dg dana sangat besar dpr tolak presiden tolak wakil presiden tolak jokowi sendiri tolak beri tanah pensiun ikn asn dijktapiun tolak,0.0,netral
ingat pa harto duanda wacana ibu kota jakarta akan pindah jonggol bogor ibu kota ri pakem ada pulau jawa kira2,0.0,netral
jokowi tak mau paksa pindah ibu kota ikn telah oktober,0.0,netral
presiden joko widodo beri nama kantor baru presiden ibu kota nusantara najam paser utara kalimantan timur istana garuda istana presiden ikn sebut istana nusantara,0.0,netral
indonesia gelar upacara hari ulang tahun ri ke79 ibu kota nusantara ikn tingkat isi hotel balikpapan samarinda kira penuh 17 agustus datang,0.0,netral
dirut pt persero holding defend id bobby rasyidin beandam lama sampai wilayah udara ibu kota nusantara ikn kalimantan timur dicover radar ground control interception gci gm403 produksi sama pt len prancis,0.0,netral
kurang bulan ingat hari ulang tahun ke79 ri perintah terus cepat pembangunanan ibu kota nusantara ikn proses ada beberapa kembang kini langsung pekan laanda,0.0,netral
presiden joko widodo gelar rapat perdana ibu kota nusantara ikn otorita ikn jajar forum koordinasi pimpin daerah forkopimda kalimantan timur,0.0,netral
presiden ri joko widodo jokowi benar memang jadi protes masyarakat ibu kota nusantara nusantara kait pembangunanan ikn besarbesaran ganggu utama aspek sehat,0.0,netral
presiden jokowi pasti ibu kota nusantara ikn jadi ibu kota aman jahat,0.0,netral
upacara hari ulang tahun hari ulang tahun ke79 merdeka republik indonesia ibu kota nusantara ikn saksi warga kalimantan timur,0.0,netral
presiden joko widodo jokowi mulai inap kantor presiden ibu kota nusantara ikn laanda apa wujud ruang kerja tempat tidur jokowi,0.0,netral
presiden joko widodo jokowi jelas sidang perdana kabinet istana presiden ibu kota nusantara ikn kalimantan timur laku apabila semua menteri masih andaar negeri kembali tanah air sebut sampai unjung ikn,0.0,netral
ikn kalau jokowi widodo sebut ibu kota nusantara raja yunan nkri sebut internasional kota nasional mana lebih tepat buat internasional tanam investor investasi kota baru ikn internasional kota nasional ibu kota nusantara komentar dan like,0.3612,positif
sejati indonesia bukan jakarta maupun jabodetabek,0.0,netral
presiden jokowi mulai kantor ibu kota nusantara ikn sejak senin 297 kemarin jokowi tunjuk tampak ruang kerja kamar istana nusantara ikn kini nama istana garuda ikn,0.0,netral
kapan nonton presiden adegan ranjang oopasar presiden aku bisa tidur nyenyak inap istana garuda ibu kota nusantara ikn nusantara lihat instagram resmi jokowi selasa 3072024 jokowi unggah jumlah foto awal,0.0,netral
presiden ri joko widodo jokowi sebut kantor ibu kota nusantara ikn senin 297,0.0,netral
tidak bohong nanti tgl 28 juli 2024 ikn istana presiden nusantara mulai pakai presiden doa moga beliau kerasan sana tidak berfikir utk pindah ke jakarta purna tugas,-0.5106,negatif
jadi asn bakal betah nih ikn plt wakil otorita ikn raja juli antoni tunjuk huni akan tempat asn serta fasilitas dalam,0.0,netral
jom ajar ibu negeri bandar diraja lis kangar arau kedah aandar tar anak bukit p pinang georgetown perak ipoh kuala kangsar selangor shah alam kalauang n9 seremban seri nanti melaka bandar melaka johor johor bahru muar pahang antan pekan,0.0,netral
plt kepala otorita ibu kota nusantara ikn basuki hadimuljono ungkap strategi cipta ramai ibu kota baru letak kalimantan timur di antara dibangunanbioskop teater termasukkebun binatang basuki kata ini otorita ikn milik,0.0,netral
bak krupuk kecempandang kuah bakso automlempemlembek beliau serah bayang kota mangkrak di depan mata bakal sebut apa candi nusantara candi widodo,0.0,netral
koordinator staf khusus presiden ari dwipayana ban presiden joko widodo lantik jumlah menteri ibu kota nusantara ikn waktu dekat tidak agenda lantik menteri baru ikn isuisu edar kata ari pesan tulis media,-0.5574,negatif
bulan laanda kata kalian 2 bulan ikn sdh jakarta kalian bilang pembangunanan infrastruktur ikn capai 80 sekarang sendiri bilang bulan depan ikn baru 15 sy awal hingga sekarang dukung ikn ga suka kaanda rakyat terus bohong,0.0,netral
presiden jokowi aku alami tidak nyenyak tidur pertama kali malam ibu kota nusantara ikn kalimantan timur minggu 2872024 malam tadi malam tidur sini enggak nyenyak kata jokowi sembari tertawa beri terang wartawan,0.0,netral
alas jokowi batal pindah kantor ikn juli 2024,-0.2732,negatif
jokowi tak mau paksa pindah ibukota ikn telah oktober oktober tahun brp,0.0,netral
presiden joko widodo laku tinjau hotel nusantara ibu kota nusantara ikn kabupaten najam paser utara provinsi kalimantan timur selasa307 bai,0.0,netral
istana presiden ikn lepas polemik jadi kait pembangunanan ikn hal tarik anda analisa kena desain istana presiden berapa besar ukur desain apa bagaimana fasad sebut bentuk yuk kita bahas sedikit,0.0,netral
terengganu kuala terengganu ibu negeri juga bandar diraja lantan kota bharu kubang keri sabah kota kinabaanda sarawak kuching aku bodoh orang lebih baik didik dapat aku lah,0.0,netral
presiden joko widodo cerita alam pertama malam istana garuda ibu kota nusantara ikn kalimantan timur ngaku diri beandam tidur nyenyak istana ada ibu kota baru sebut gtgt,0.0,netral
foto ruang tidur ruang kerja presiden jokowi ikn unggah instagram begini tampak foto ruang tidur ruang kerja presiden ri joko widodo jokowi ibu kota nusantara ikn unggah instagram pribadi selasa,0.0,netral
yeyyy air minum mulai alir ikn kalau kerja keras urus kerja detail pak bas memang juara malam damping beliau interaksi para staf laku running test alir air minum intake spaku reservoir ikn jarak,0.0,netral
sembah jokowi bilang guwe dukun garagara bilang kaya ikn bakal mangkrak laahhh guwe bukan dukun gua banyak baca jadi tau candaecandae indikasi kalau ikn bakal mangkrak salah satu candaenya paling jelas putus rezim baru mr,0.0,netral
prabowo tak mau lantik ikn amat sebut indikator ragu pindah ibu kota,0.0,netral
awal giat hari tiga ibu kota nusantara ikn nusantara kalimantan timur presiden ri joko widodo jokowi tinjau hotel nusantara hari 30 juli 2024,0.0,netral
presiden jokowi ungkap alam perdana inap istana garuda ibu kota nusantara ikn nusantara aku tidak tidur nyenyak,0.0,netral
berita otorita ibu kota nusantara oikn pembangunanan ikn bukan proyek hanya kejar target upacara 17 agustus jadi populer kanal ekonomi kemarin ikut rangkum,0.0,netral
presiden joko widodo jokowi nilai pembangunanan ibu kota nusantara ikn kabupaten najam paser utara kalimantan timur kaltim utama partisipasi warga nyata jokowi sampai melaandai menteri pupr sekaligus laksana tugas plt kepala,0.0,netral
jokowi hari mulai ngantor ikn sang presiden aku tak tidur nyenyak istana ibu kota nusantara ngomong apa ada,0.0,netral
jakarta tvrijakartanews presiden joko widodo jokowi nama gedung kantor presiden ibu kota nusantara ikn istana garuda pertama kali kantor ikn untuk istana presiden ikn jokowi nama istana nusantara,0.0,netral
bulan juli pak jokowi kabar gak jadi kantor ikn infrastruktur beandam siap wajar sih masa 5 tahun bangun kota nol langsung jadi nusantara pindah ibukota butuh minimal 30 tahun mungkin karenaa nusantara mrka gak punya kisah bandung bondowoso,0.0,netral
iya padahal jagad raya andaas ibu kota bakal pindah kalimantan,0.0,netral
beneran tampak bandara nusantara ikn kini video ambil tanggal 3 july 2024 rencana target operasi tanggal 1 agustus 2024 kalau liat screenshoot video bahkan runwaynya aja kondisi mas kaya serius bakal keburu bro,0.0,netral
800 prajurit tni bakal terjun aman ikut upacara hari ulang tahun ke79 republik indonesia ibu kota nusantara ikn 17 agustus 2024 kata kepala staf umum tni letjen tni bambang ismawan selasa 307 hel,0.0,netral
undang ikn pak ngeandaarin anggar kol infandaencer mending raya juara ibu kota nusantara pawai sana biar ga bikin kerja jakarta ga telat jebak macet ama deret papan bunga,0.0,netral
waduh presiden jokowi ngaku tak nyenyak tidur ikn hari inap ibu kota nusantara ikn presiden joko widodo aku tidak nyenyak tidur,0.0,netral
presiden jokowi bagi suasana kantor istana garuda ibu kota nusantara ikn kalimantan timur begini nih tampak,0.0,netral
andakasi ikn tengah nusantara wujud rencana strategis maju bangsa pembangunanan rata menyeandaruh peandasok nusantara geografis makin daya potensi ekonomi sumber daya alam daerah tingkat sejahtera masyarakat,0.0,netral
presiden jokowi undang organisasi usaha sekitar ibu kota nusantara ikn istana garuda hari dua kantor ikn,0.0,netral
presiden jokowi ibu nusantara iriana joko widodo inap istana presiden ibu kota nusantara ikn jokowi aku tidur tidak nyenyak,0.0,netral
usaha digital telco depan telkom indonesia konsisten hadir infrastrukur layan telekomunikasi baik bagai wilayah indonesia masuk ibu kota nusantara ikn,0.0,netral
staf khusus stafsus presiden grace natalie beri jelas kait hadir infandaencer ibu kota nusantara ikn nusantara sama presiden ri joko widodo beberapa hari laanda,0.4215,positif
kamar dagang industri kadin minta presiden joko widodo jokowi tingkat peran usaha andakal main utama pembangunanan ibu kota nusantara ikn,0.0,netral
staf khusus presiden grace natalie kata hadir pengaruh infandaencer ibu kota nusantara ikn sama presiden joko widodo joko,0.4215,positif
sumbu fiandasofis yogyakarta pasca janji giyanti 1755 pangeran mangkubumi bangun keraton bagi tata kota cipta dasar fiandasofi begitu dalam hubung manusia tuhan alam antar manusia,0.0,netral
tanda tanda andago pohon hayat ibu kota nusantara badan pesawat garuda indonesia,0.0,netral
menteri pupr uji coba air minum ibu kota nusantara,0.0,netral
koordinator staf khusus presiden ari dwipayana ban isu sebut ada ombak reshuffle menteri kabinet indonesia maju ibu kota nusantara nusantara ikn hari selasa 307,-0.5574,negatif
staf khusus presiden ri grace natalie beri jelas kait hadir infandaencer ibu kota nusantara ikn nusantara sama presiden joko widodo jokowi beberapa hari laanda,0.4215,positif
harus diri kan nganjuk tuban tuandangagung kota lain gt nder,0.2732,positif
laksana tugas plt otorita ibu kota nusantara ikn basuki hadimuljono lapor kembang proyek pembangunanan ikn presiden joko widodo jokowi hari pertama kerja presiden istana garuda ikn,0.0,netral
jokowi ngantor ikn presiden indonesia joko widodo ibu nusantara iriana tiba bandar udara internasional sultan aji muhammad sulaiman pinggan balikpapan minggu 2872024 lihat progres pembangunanan ibu kota ikn,0.0,netral
menteri pupr basuki hadimuldjono sampai bentuk badan usaha milik otorita ikn tugas cipta ramai ibu kota nusantara,0.0,netral
presiden joko widodo jokowi jamu menu sarap pagi soto banjar hingga minum wedang sereh hari dua kantor ibu kota nusantara ikn najam paser utara kalimantan timur,0.0,netral
stop bicara ikn pasarn pik2 lagi incar malah lebih deket jakarta investor lebih milih karena pusat ekonomi di jakarta pulau jawa bukan ikn kalimantan jadi pandat tahuist aja rugi nusantara,-0.296,negatif
kereta otonom ikn buat china tiba jakarta 16 juli mulai aspal agustus,0.0,netral
batal pindah kantor bulan jokowi sebut pembangunanan ikn anda 20 tahun,0.0,netral
gibran bilang dia tidak tinggal rumah dinas wapres baik jakarta maupun ikn rumah dinas baik jakarta maupun ikn jadi tempat terima tamu juga beliau laku jabat walikota soanda kaum onani pelintir,0.0,netral
lihat rusun asn ibu kota nusantara fotohafidz mubarak atom lihat lengkap,0.0,netral
presiden joko widodo nyata tunggu waktu tepat laksana sidang kabinet perdana ibu kota nusantara ikn kalimantan timur lt,0.0,netral
menteri kerja umum rumah rakyat pupr juga plt kepala otorita ibu kota nusantara ikn basuki hadimuljono kata ini perintah terus laku modifikasi cuaca lama 24 jam dukung pembangunanan fisik ikn,0.0,netral
presiden joko widodo jokowi nama bangunanan jabat presiden ibu kota nusantara ikn najam paser utara ppu istana garuda manakala istana presiden ikn nali istana nusantara,0.0,netral
beberapa waktu laanda presiden jokowi sempat mengeandahkan beandam ada air bersih ibu kota nusantara ikn kalimantan timur ini menteri p,0.0,netral
28 juli 2024 presiden jokowi mulai kantor ikn,0.0,netral
presiden joko widodo nama kantor presiden ada ibu kota nusantara ikn kalimantan timur sebut istana garuda lt,0.0,netral
presiden jokowi cerita alam kendara sepeda motor atas jalan tol ibu kota nusantara ikn nusantara minggu 2872024 meski beandam selesai alhamdulillah tadi lancar muandas kata jokowi lt,0.0,netral
presiden jokowi hari tinjau pembangunanan proyek hotel nusantara ibu kota nusantara ikn kalimantan timur bagaimana progres,0.0,netral
amat sebut hadir infandaencer ibu kota nusantara jadi bumerang lewat,0.0,netral
presiden ri joko widodo tinjau hotel nusantara akan resmi 17 agustus 2024 hari tiga ibu kota nusantara kabupaten najam paser utara provinsi kalimantan timur,0.0,netral
pembangunanan ibu kota nusantara ikn nusantara kalimantan ini lewat banding jadual asal telah tetap,0.0,netral
kurang jahanam apa rezim gagal bawa investor ikn malah bawa infandaencer kesana berpoya nikmat makan malam hambur pajak pungut rakyat beberapa bulan laanda dengar kabar sakit orang,0.0,netral
jokowi tak tidur nyenyak ikn ac sebab kata menteri basuki aneh sich duga sebab bukan ac ikn jadi proyek mangkrak akan jadi malapetaka diri gundah bagaimana baca jadi ini,0.0,netral
menteri pupr basuki hadimuljono ungkap pembangunanan embung fungsi konservasi air cantik ibu kota nusantara ikn kalimantan timur,0.0,netral
presiden joko widodo jamu menu sarap pagi soto banjar hingga minum wedang sereh hari dua kantor ibu kota nusantara ikn,0.0,netral
bocor ordal jokowi serah ikn gagal,0.0,netral
henti duanda untuj serimonial mulai 10 agustus 2024 seandaruh proyek pembangunanan ikn kaltim henti,0.0,netral
kata mau ngantor ikn bulan juli pancen nggedabrus,0.0,netral
hari pertama nusantara jokowi jadi ikn kota jahat sama sekali,0.0,netral
baru umur jagung jangan ngarep ikn jakarta,0.0,netral
sedih sih kaltim sdh dukung ikn awal mereka ga mau tinggal di sini mereka aja ga mau bgmn investor mau,0.0,netral
ramai jokowi batal pindah ikn gegara air listrik beandam dokter tifa enteng bohong rp 11000 triliun,0.0,netral
balik megahanyaa istana presiden ikn warga siang malam hirup debu rindu udara segar,0.0,netral
kamu suruh sy datang ikn kamu sendiri aku ga mungkin waktu dekat ubah jakarta laanda unk apa sy sana ngomong seperti jakarta waktu dekat ridwan kamil keandampok kalian sendiri knp haters tuduh bikin fitnah otakamu ga sinkron ga paham,-0.4939,negatif
kering landa ikn warga rebut air bersih kerja proyek,0.0,netral
jokowi batal pindah kantor ikn bulan kendala infrastruktur beandam siap,0.0,netral
anggar sisa rp 16 triliun ikn prediksi bakal hidup segan mati tak mau,0.0,netral
usai jokowi batal ngantor pembangunanan ikn stop duanda mulai 10 agustus,-0.296,negatif
optimis bareng mas gibran ikn jadi cikal bakal perata pembangunanan indonesia sentris pembangunanan laku rata menyeandaruh atas timpang wilayahwilayah tinggal pencil pembangunanan cuma jakarta ikn,0.0,netral
tadi sempet liat podcast bang refly harun pantesan jokowi batal ngantor istana ikn bocor ordal ikn kata istana hampir kelar bagi facade tampak andaar bagi interior baru 50 kerja mep mechanical engineering bandam selesai 60,0.0,netral
jokowi iriana mulai inap kantor presiden ikn malam,0.0,netral
sodor jadi cawagub kaesang jakarta jusuf hamka inalillahi wainailaihi rojiun,0.0,netral
ikn gak seksi utama buat yang punya agenda pilpres 2029 soal tetap meski ibukota sana jakarta tetap pusat media fakta,0.0,netral
gengsi pribadi mau paksa diri buang milyaran uang rakyat ada upacara 17 an ikn serta upacara jakarta kalimantan sekitar giring ikn semua fasilitas akomodasi waras pade,0.0,netral
jokowi obral hgu ikn hingga 190 tahun pks nama ikn for sale,0.0,netral
menteri investasikepala bkpm bahlil lahadalia ungkap investasi asing ibu kota nusantara ikn mulai eksekusi presiden joko widodo jokowi lengser lengkap,0.0,netral
menteri pupr basuki hadimuljono jajah minum air langsung keran ibu kota nusantara ikn kalimantan timur wahh apa via,0.0,netral
bakal presiden indonesia akan angkat sumpah oktober depan prabowo subianto anda kekal momentum pembangunanan ibu kota nusantara ikn realisasi hasrat pindah ibu kota republik ke kalimantan,0.0,netral
presiden joko widodo pasti ibu kota nusantara ikn kalimantan timur jadi ibu kota aman jahat,0.0,netral
indonesia sedang siap sedia pindah ibu nusantara wilayah kalimantan timur nali ibu kota nusantara ikn juga nama ringkas nusantara akan ganti peran jakarta pusat pentadbiran diskusi,0.0,netral
presiden joko widodo ingin ibu kota nusantara ikn nanti jadi contoh tata keandala perintah baik cepat,0.0,netral
koordinator staf khusus presiden ari dwipayana ban presiden joko widodo lantik jumlah menteri ibu kota nusantara ikn waktu dekat tidak agenda lantik menteri baru ikn isuisu edar,-0.5574,negatif
tri hubung budi karya sumadi kata izin aviasi internasional jadi syarat mutlak wajib milik operator taksi terbang beroperasidi titik pusat kawasan ibu kota nusantara ikn,0.0,netral
presiden joko widodo jadwal tolak istana presiden jakarta hari telah kantor terima jumlah tamu istana garuda ibu kota nusantara ikn,0.0,netral
basilika pertama indonesia bangun ibu kota nusantara,0.0,netral
presiden jokowi aku tidur tidak nyenyak pertama kali malam kantor presiden ibu kota nusantara ikn minggu,0.0,netral
istana ban isu edar media sosial akan jadi ombak reshuffle kabinet ibu kota nusantara ikn hari,-0.5574,negatif
presiden joko widodo kantor istana garuda ibu kota nusantara ikn kalimantan timur selasa 3012024 besok,0.0,netral
wakil presiden ri pilih gibran rakabuming raka rencana ibu kota nusantara ikn laksana momen 17an jakarta,0.0,netral
presiden jokowi kantor pertama kali ibu kota nusantara ikn najam paser utara provinsi kalimantan timur senin 2972024,0.0,netral
menteri pupr bangun 30 embung ibu kota nusantara ikn kalimantan timur simak jelas,0.0,netral
menteri investasikepala bkpm bahlil lahadalia jelas soal investor asing proyek ibu kota nusantara ikn kalimantan timur,0.0,netral
menpanrb abdullah azwar anas kata yang aju pindah ibu kota nusantara ikn adalah dokter asn,0.0,netral
raja juli antoni plt wakil kepala otorita ikn kata pembangunanan jalan tol tuju kawasan inti pusat perintah kipp ibu kota nusantara ikn nusantara pasti rampung akhir bulan juli 2024,0.0,netral
menteri tahan menhan sekaligus presiden pilih prabowo subianto ikut upacara ingat hari ulang tahun hari ulang tahun ke79 ri ibu kota nusantara ikn kalimantan timur 17 agustus 2024,0.0,netral
markas tni kodam vi mulawarman balikpapan ibu kota nusantara ikn kalimantan timur,0.0,netral
raja juli antoni plt wakil kepala otorita ikn kata pembangunanan jalan tol tuju kawasan inti pusat perintah kipp ibu kota nusantara ikn nusantara,0.0,netral
perintah komitmen sedia fasilitas didik baik kawasan ibu kota nusantara ikn bina bangsa school nusantara buah sekolah internasional guna kurikuandam cambridge hadir lembaga didik internasional kualitas dunia,0.0,netral
investasi jadi suatu kunci penting cepat pembangunanan ibu kota nusantara ikn apresiasi komitmen pt astra internasional turut dukung perintah upaya wujud aksesibilitas ikn melaandai astra biz center astra biz center rupa kompleks,0.0,netral
kantor presiden ibu kota nusantara ikn nusantara kalimantan timur hampir rampung kira bulan depan presiden jokowi bisa kantor sana,0.0,netral
usaha tampak mulai khawatir nih nasib investasi ibu kota nusantara ikn gimana gak khawatir pimpin otorita ikn aja mundur dadak investor panik gak panik lah masa enggak a thread,0.0,netral
salah satu alas utama ibu kota pindah kalimantan karena jakarta sering banjir nyata ikn gak bebas banjir baru di terjang banjir kemarin bagaimana beandam di tempat banjir jadi apa guna pindah ibu kota,-0.2732,negatif
benerkah kondisi spt kaanda bener kasihan yah rakyat terus siapa mau juang ya bjorka cianjur ibu kota nusantara,0.0,netral
tumpu masalah ikn petinggi otorita ibu kota nusantara tibatiba mundur yang bilang dua pecat tak tunjuk kerja bagus layan hasrat presiden joko widodo,0.0,netral
prabowo lantik presiden senayanjakarta bukan ikn kata sekjend gerindra a muzani sesuai tentu uudanri 1945 pasarl 3 ayat 2 pasarl 2 ayat 2 beandam pres pindah ibukota ri jakarta sesuai uu ikn maupun dkj,0.0,netral
breaking news kepala wakil kepala otorita ikn mundur basuki raja juli jadi plt gerangan bagaimana kelak proyek iknbagaimana investor kata uda antri mau masuksudah masuk,0.0,netral
kantor menteri koordinator kemenko 1 kawasan inti pusat perintah kipp ibu kota nusantara ikn,0.0,netral
ribu kerja konstruksi ibu kota nusantara ikn raya iduladha sama warga ikn nikmat makan siang makan malam sama moga silaturahmi kerja konstruksi ikn warga ikn terus jaga,0.0,netral
wakil ketua mpr ahmad muzani ungkap lantik presiden wakil presiden ri prabowo subianto gibran rakabuming raka tetap laku gedung mprdpr ri senayan jakarta bukan ibu kota nusantara ikn nusantara,0.0,netral
hoax investor ikn kata ratus nyata zonk beandam satu investor asing tanam modal pembangunanan ikn,-0.2732,negatif
btahu nyata atas sebut walikota eri cahyadi forum asosiasi perintah kota indonesia apeksi balikpapan awal juni laanda sebeandamnya presiden jokowi kata aakan operasi ibu kota nusantara ikn apa sih art terus kira2 mati,0.0,netral
fii amanillah bapake mau dinas ikn ibu kota nusantara kodam vi mulawarman kalimantan sama staff teritorial mabes tni moga beri lancar selamat bapake,0.0,netral
raja juli antoni plt wakil kepala otorita ikn kata pembangunanan jalan tol tuju kawasan inti pusat perintah kipp ibu kota nusantara ikn nusantara,0.0,netral
sisendirii sman 1 semarapura kalauungkung ni komang tri setia 16 wakil bal paskibraka pasu kibar bendera pusaka nasional ingat hari ulang tahun ke79 merdeka ri ibu kota nusantara ikn nusantara kalimantan timur 17 agustus 2024,0.0,netral
raja juli antoni plt wakil kepala otorita ikn kata pembangunanan jalan tol tuju kawasan inti pusat perintah kipp ibu kota nusantara ikn nusantara pasti rampung akhir bulan juli 2024 pada awal agustus 2024 jalan tol sebut dapat,0.0,netral
alhamdulillahsudah mulai nampak buah ibu kota baru indonesia ikn kadrun badrun sdh lama gak makan nasi bungkusdiabaikan,0.0,netral
andago hari ulang tahun ri ke79 resmi diandancurkan usung tema nusantara baru indonesia maju raya merdeka indonesia kali rupa momentum pindah ibu kota jakarta kota baru nama nusantara kalimantan timur sekretariat presiden,0.0,netral
menteri kerja umum rumah rakyat pupr pasti presiden joko widodo jokowi kantor ibu kota nusantara ikn mulai juli datang,0.0,netral
keren banget dia muli mekhanai bakal jadi kibar bendera pusaka paskibraka ibu kota nusantara ikn 17 agustus 2024 rangka hari ulang tahun ke79 kelik kenal yuk,0.0,netral
posind turut kontribusi pembangunanan ibu kota nusantara ikn kalimantan timur melaandai layan aktivitas andagistik prima,0.0,netral
berita lengkap cek ig stories com mimpi kristianie andamatalale gabung tim paskibraka nasional pupus tengah jalan harap ikut jalan tugas nusantara anggota paskibraka nasional hari ulang tahun ke79 ri tahun 2024 ibu kota nusantara ikn,0.0,netral
paku adlh salah satu andarah ada sekitar kawasan ibu kota nusantara kini sdg proses pembangunananbanjir paku adlh parah 10 thn akhir biasa deras kawasan huanda air tidak langsung naik mukim warga,0.0,netral
menteri pupr pasti usai laksana ingat hari merdeka indonesia hari ulang tahun ri ke79 jabat nusantara utama menteri pindah ibu kota nusantara ikn,0.0,netral
cepat pembangunanan ibu kota baru demokrat plt oikn bisa selesai masalah ikn,0.0,netral
ibu kota nusantara,0.0,netral
oikn optimis pindah asn ikn mulai september otorita ibu kota nusantara optimistis pindah perdana aparatur sipil nusantara asn jakarta ikn kalimantan timur mulai september 2024 jakarta arda russia griezmann udah 2x unilever,0.0,netral
hari ulang tahun ke79 ri 17 agustus 2024 tema nusantara baru indonesia maju tanda pindah ibu kota nusantara transisi pimpin siap tuju indonesia emas 2045,0.0,netral
pikir cm tata upacara militer upacara detik2 prokalauamasi merdeka ri ibu kota nusantara ikn teroooooosss noh bocor data yang hormat tri diurusin pak ude jls bocor ibarat kate jajah diinjek injek njaran koq ngributi upacara ikn muanda,0.0,netral
surat undang buah platform media bangga sedia ruang para laku usaha putar tebet memperandaas jaring promosi produk barangjasa bapak ibu gratis ikalauan 3 minggu bjorka ibu kota nusantara jokowi perempuan,0.0516,positif
telkom melaandai program indigo inisiatif daya startup andakal siap partisipasi kontribusi pembangunanan ibu kota nusantara ikn nusantara memggelar diskusi tajuk start from digital innovation to uplift the new capital city ikn,0.3818,positif
selaanda usaha beri layan baik masyarakat nusantara hasil laku transformasi jadi kunci utama lancar kirim barang salah satu ibu kota nusantara jelas heri nugrahanto,0.0,netral
momen duo cantik estella andaupatty noa leatomu ungkap alas pilih timnas indonesia lengkap gt bjorka cat 3 rara ibu kota nusantara dp 50 mahal kameramen baya,0.0,netral
padahal sempat bela belanda argentina estella andaupatty mantap pilih indonesia lengkap gt bjorka cat 3 rara ibu kota nusantara dp 50 mahal kameramen baya,0.2732,positif
ibu kota nusantara ikn sebut lebih bagus banding ibu kota australia lho pandang sebut sampai mantan menteri uang bambang brodjonegoro kamu tuju detikers gtgt,0.0,netral
ikut electric karting race ekr 2024 rebut piala menteri pupr rangka hari ulang tahun ke79 ri hari jalan 2024 34 agustus 2024 bandung amp 30 november1 desember 2024 ibu kota nusantara informasi lebih lanjut,0.0,netral
ibu kota nusantara komitmen pembangunanan ikn kota hijau cat 3 rara korsel udah 2x jakarta,0.0,netral
hingga akhir april 2024 realisasi anggar dapat belanja nusantara apbn ibu kota nusantara ikn capai rp 5 5 triliun menteri uang sri mulyani indrawati papar realisasi sebut baru 13 7 persen pagu tetap,0.0,netral
menteri pupr basuki hadimuljono kata infrastruktur rumah tahap pertama ibu kota nusantara ikn capai 82 persen keseandaruhan,0.0,netral
plt wakil kepala otorita ikn ungkap ragu investor investasi ibu kota nusantara,0.0,netral
ikn ibu kota hijau dunia omong kosong jokowi,0.0,netral
sling bag andaxas waterproof inovasi convertible sling bag pouch bag jadi sling bag pouch bag harga 120000 dm sulawesi sleman jakarta tiba2 ibu kota nusantara,0.0,netral
presiden jokowi mulai kantor ibu kota nusantara tag kiamat anies gobandak menkominfo biden brazil depok surabaya minimal trump mauu cantik pagiii,0.0,netral
menteri hubung budi karya sumadi dukung rencana layar kapal pinisi wisata tuju ibu kota nusantara ikn najam paser utara kalimantan timur,0.0,netral
spy lbh hidup variatif dinamis kayak pasarsi anda cari main naturalisasi bakat dr belanda deh talent andakal tetap cari scr profesional jangan duit bina jangan binasa pasarsi bjorka cianjur ibu kota nusantara,0.4215,positif
ppu kapolres najam paser utara ppu serta wakapolda kalimantan timur brigjen pol djati wiyoto abadhy sik laku kece kesiap upacara ingat hari ulang tahun hari ulang tahun republik indonesia ke79 ibu kota nusantara ikn nusantara,0.0,netral
ikn sebut milik konsep sama ibu kota australia canberra sebeandamnya megaproyek kalimantan timur sebut bakal sama ibu kota amerika serikat washington dc,0.0,netral
bro buat ibu kota nusantara buah kota utk pak kalau tuju utk ibu kota nusantara harus alir pelan2 gak anda kebut paksa kalau kebut amp paksa jelas ikn hanya ambisi seorg jokowi tidak manfaat utk bangsa,0.0,netral
jangan narasi pasarimis pak wamen sering dengar banyak inverstor mau inves ikn segala laku utk pindah ibu kota tak mudah memang mulai dan nol jadi ga semangat ikut agustus sana,0.0,netral
hari temu ketua mpr 8 wakil ketua mpr bahas penting komunikasi antarlembaga bangun sinergi nasional saya juga bahas ingat hari ulang tahun hari ulang tahun ke79 merdeka republik indonesia ri mulai sidangsidang kait,0.0,netral
